Project Name,ID,Sort ID,Type,Task,Phase,Status,Responsible,Start Date,Days,End Date,Depends On,Dependencies,Comments
"1. liderality",47.1,,Subtask,"Respaldo Sitio Anterior - Confirmado vía Email por parte del Cliente",,"Not Started",,,,,,,
"1. liderality",47.2,,Subtask,"Respaldo Sitio Anterior - con Plugin",,"Not Started",,,,,,,
"1. liderality",47.3,,Subtask,"Respaldo Sitio Anterior - HTML",,"Not Started",,,,,,,
"1. liderality",47.4,,Subtask,"Autorización de Migración - Vía Email parte del Cliente",,"Not Started",,,,,,,
"1. liderality",47.5,,Subtask,"Autorización de Migración - Por RFV",,"Not Started",,,,,,,
"1. liderality",20,38,Task,"Configuración de Servidor / Migración","Domain - Server","Not Started","Sharpen.Studio",30/04/2026,1,30/04/2026,17;47;55,24,"Se prepara el servidor para la migración del desarrollo."
"1. liderality",20.1,,Subtask,"Configurar Dominio y Servidor del Cliente",,"Not Started",,,,,,,
"1. liderality",20.2,,Subtask,"Configurar Cuentas de E-mail",,"Not Started",,,,,,,
"1. liderality",20.3,,Subtask,"SSL + Forzar SSL",,"Not Started",,,,,,,
"1. liderality",20.4,,Subtask,"Migración del Sitio Web",,"Not Started",,,,,,,
"1. liderality",20.5,,Subtask,"Usuario del Cliente - Acceso y Configuración de Perfil en WP",,"Not Started",,,,,,,
"1. liderality",20.6,,Subtask,"Usuario del Cliente - Elementor",,"Not Started",,,,,,,
"1. liderality",20.7,,Subtask,"Revisar Traductor",,"Not Started",,,,,,,
"1. liderality",20.8,,Subtask,"Configurar SMTP",,"Not Started",,,,,,,
"1. liderality",20.9,,Subtask,"Test de Funcionalidad Post-Migración",,"Not Started",,,,,,,
"1. liderality",24,40,Task,"SEO / WPO 2","SEO","Not Started","Sharpen.Studio",01/05/2026,1,01/05/2026,20,50,"Configuración restante de SEO, ligada al dominio final: sitemap y plataformas de métricas."
"1. liderality",24.1,,Subtask,"Local SEO",,"Not Started",,,,,,,
"1. liderality",24.2,,Subtask,"Sitemap XML",,"Not Started",,,,,,,
"1. liderality",24.3,,Subtask,"301",,"Not Started",,,,,,,
"1. liderality",24.4,,Subtask,"404",,"Not Started",,,,,,,
"1. liderality",24.5,,Subtask,"Google Search Console",,"Not Started",,,,,,,
"1. liderality",24.6,,Subtask,"Google Analytics",,"Not Started",,,,,,,
"1. liderality",24.7,,Subtask,"ReCaptcha",,"Not Started",,,,,,,
"1. liderality",24.8,,Subtask,"Desactivar opción ""Disuadir motores de búsqueda""",,"Not Started",,,,,,,
"1. liderality",24.9,,Subtask,"Revisión de Core Web Vitals",,"Not Started",,,,,,,
"1. liderality",24.10,,Subtask,"Revisión y reajustes en plugin de Caché",,"Not Started",,,,,,,
"1. liderality",50,42,Task,"Check Up Final / Desarrollo Terminado","Development basic","Not Started","Sharpen.Studio - Cliente",02/05/2026,1,02/05/2026,24,23,"Revisión final del sitio para validar funcionamiento, enlaces y detalles antes de su publicación."
"1. liderality",50.1,,Subtask,"Revisión de botones y enlaces",,"Not Started",,,,,,,
"1. liderality",50.2,,Subtask,"Revisión de Destinatarios y Remitentes de Formularios en Sitio Web / Por parte del Sharpen.Studio",,"Not Started",,,,,,,
"1. liderality",50.3,,Subtask,"Confirmación vía Email de Envío y Recepción de Mensajes de Formularios en Sitio Web / Por parte del Cliente",,"Not Started",,,,,,,
"1. liderality",23,44,Task,"Capacitación Final","Training","Not Started","Sharpen.Studio - Cliente",03/05/2026,1,03/05/2026,50,,"Se capacita al cliente para la auto-administración del sitio web."
