Project Name,ID,Sort ID,Type,Task,Phase,Status,Responsible,Start Date,Days,End Date,Depends On,Dependencies,Comments
"Hayley",45.5,,Subtask,"Configuación de Pasarelas de Pago",,"Not Started",,,,,,,
"Hayley",45.6,,Subtask,"Configuración de Pasarela de Fletes para Envío",,"Not Started",,,,,,,
"Hayley",56,16,Task,"Personal Training - with booking","","Not Started","Sharpen.Studio",02/09/2026,7,08/09/2026,12,,""
"Hayley",26,17,Task,"Productos - Dar de Alta 3x Productos","Development E-Com","Not Started","Sharpen.Studio",31/08/2026,3,02/09/2026,45,27;42,"Se cargan X proyectos de ejemplo para mostrar el funcionamiento de los mismos y servir como referencia de estilo y estructura, estipulados en el convenio."
"Hayley",42,18,Task,"Dummy Web 4","Development basic","Not Started","Sharpen.Studio",03/09/2026,5,07/09/2026,12;26,43,"Ajustes finales sobre el dummy web, tras haber creado módulo de Proyectos, integrando cambios menores antes de pasar a la etapa de aprobación."
"Hayley",43,19,Task,"Dummy Web 4 - Aprobación","Development basic","Not Started","Cliente",08/09/2026,1,08/09/2026,42,41,"Revisión y validación del dummy web, con el módulo de Proyectos, por parte del cliente para continuar con el desarrollo."
"Hayley",27,20,Task,"Productos - Capacitación al Cliente","Training","Not Started","Sharpen.Studio - Cliente",03/09/2026,1,03/09/2026,26,28,"Sesión breve para explicar al cliente cómo crear, editar y publicar proyectos de forma autónoma."
"Hayley",28,21,Task,"Productos - Cliente da de Alta Productos","Development E-Com","Not Started","Cliente",04/09/2026,3,06/09/2026,27,,"El cliente comienza a cargar sus propios proyectos siguiendo la estructura y lineamientos definidos."
"Hayley",41,22,Task,"Dummy Web - Terminado","Development basic","Not Started","Sharpen.Studio",09/09/2026,1,09/09/2026,43,13,"Versión preliminar del sitio dummy completamente funcional y lista para una revisión general por parte del cliente."
"Hayley",13,23,Task,"Revisión Final","Review","Not Started","Sharpen.Studio - Cliente",10/09/2026,1,10/09/2026,41,55,"Se hace una revisión por parte del cliente y de Sharpen.Studio."
"Hayley",13.1,,Subtask,"Verificación de configuración y envío de Formularios",,"Not Started",,,,,,,
"Hayley",13.2,,Subtask,"Verificación de enlaces rotos",,"Not Started",,,,,,,
"Hayley",13.3,,Subtask,"Revisión de diversas resoluciones (incluido móvil real) y diversos navegadores",,"Not Started",,,,,,,
"Hayley",13.4,,Subtask,"Revisión Cliente - VoBo",,"Not Started",,,,,,,
"Hayley",55,24,Task,"Dummy Web - Aprobación final","Development","Not Started","Sharpen.Studio - Cliente",11/09/2026,1,11/09/2026,13,18;19;20,"Aprobación final del dummy web por parte del cliente para proceder con el lanzamiento del sitio."
"Hayley",55.1,,Subtask,"Aprobación de Sharpen.Studio",,"Not Started",,,,,,,
"Hayley",55.2,,Subtask,"Aprobación del Cliente",,"Not Started",,,,,,,
"Hayley",18,25,Task,"Clean Up / Respaldo Sitio en Desarrollo","Clean up
","Not Started","Sharpen.Studio",11/09/2026,,11/09/2026,55,19,"Eliminar elementos temporales, multimedia, páginas, plugins, etc."
"Hayley",18.1,,Subtask,"Eliminar Imágenes",,"Not Started",,,,,,,
"Hayley",18.2,,Subtask,"Añadir ALT a imágenes",,"Not Started",,,,,,,
"Hayley",18.3,,Subtask,"Eliminar Artículos de Blog y Páginas",,"Not Started",,,,,,,
"Hayley",18.4,,Subtask,"Eliminar Widgets",,"Not Started",,,,,,,
"Hayley",18.5,,Subtask,"Eliminar Plugins",,"Not Started",,,,,,,
"Hayley",18.6,,Subtask,"Actualizar Plugins",,"Not Started",,,,,,,
"Hayley",19,26,Task,"SEO / WPO 1","SEO","Not Started","Sharpen.Studio",12/09/2026,3,14/09/2026,18;55,47,"SEO - meta tags, copy, etc."
"Hayley",19.1,,Subtask,"Rank Math Setup",,"Not Started",,,,,,,
"Hayley",19.2,,Subtask,"Metatags",,"Not Started",,,,,,,
"Hayley",19.3,,Subtask,"Convertir imágenes a WEBP",,"Not Started",,,,,,,
"Hayley",19.4,,Subtask,"Optimización de DB",,"Not Started",,,,,,,
"Hayley",19.5,,Subtask,"Revisión de Web Core Vitals",,"Not Started",,,,,,,
"Hayley",19.6,,Subtask,"Configurar Plugin de Caché",,"Not Started",,,,,,,
"Hayley",19.7,,Subtask,"Establecer que no haya caché en páginas de Carrito, Finalizar Compra y Mi Cuenta",,"Not Started",,,,,,,
"Hayley",47,27,Task,"Respaldos y Autorizaciones","Domain - Server","Not Started","Cliente",15/09/2026,1,15/09/2026,19,20,"Confirmación por correo electrónico de que el respaldo del sitio anterior fue generado correctamente por parte del cliente."
"Hayley",47.1,,Subtask,"Respaldo Sitio Anterior - Confirmado vía Email por parte del Cliente",,"Not Started",,,,,,,
"Hayley",47.2,,Subtask,"Respaldo Sitio Anterior - con Plugin",,"Not Started",,,,,,,
"Hayley",47.3,,Subtask,"Respaldo Sitio Anterior - HTML",,"Not Started",,,,,,,
"Hayley",47.4,,Subtask,"Autorización de Migración - Vía Email parte del Cliente",,"Not Started",,,,,,,
"Hayley",47.5,,Subtask,"Autorización de Migración - Por RFV",,"Not Started",,,,,,,
"Hayley",20,28,Task,"Configuración de Servidor / Migración","Domain - Server","Not Started","Sharpen.Studio",16/09/2026,1,16/09/2026,17;47;55,24,"Se prepara el servidor para la migración del desarrollo."
"Hayley",20.1,,Subtask,"Configurar Dominio y Servidor del Cliente",,"Not Started",,,,,,,
"Hayley",20.2,,Subtask,"Configurar Cuentas de E-mail",,"Not Started",,,,,,,
"Hayley",20.3,,Subtask,"SSL + Forzar SSL",,"Not Started",,,,,,,
"Hayley",20.4,,Subtask,"Migración del Sitio Web",,"Not Started",,,,,,,
"Hayley",20.5,,Subtask,"Usuario del Cliente - Acceso y Configuración de Perfil en WP",,"Not Started",,,,,,,
"Hayley",20.6,,Subtask,"Usuario del Cliente - Elementor",,"Not Started",,,,,,,
"Hayley",20.7,,Subtask,"Revisar Traductor",,"Not Started",,,,,,,
"Hayley",20.8,,Subtask,"Revisión de Pasarelas de Pago y de Envío",,"Not Started",,,,,,,
"Hayley",20.9,,Subtask,"Configurar SMTP",,"Not Started",,,,,,,
"Hayley",20.10,,Subtask,"Test de Funcionalidad Post-Migración",,"Not Started",,,,,,,
"Hayley",24,29,Task,"SEO / WPO 2","SEO","Not Started","Sharpen.Studio",17/09/2026,1,17/09/2026,20,50,"Configuración restante de SEO, ligada al dominio final: sitemap y plataformas de métricas."
"Hayley",24.1,,Subtask,"Local SEO",,"Not Started",,,,,,,
"Hayley",24.2,,Subtask,"Sitemap XML",,"Not Started",,,,,,,
"Hayley",24.3,,Subtask,"301",,"Not Started",,,,,,,
"Hayley",24.4,,Subtask,"404",,"Not Started",,,,,,,
"Hayley",24.5,,Subtask,"Google Search Console",,"Not Started",,,,,,,
"Hayley",24.6,,Subtask,"Google Analytics",,"Not Started",,,,,,,
"Hayley",24.7,,Subtask,"ReCaptcha",,"Not Started",,,,,,,
"Hayley",24.8,,Subtask,"Desactivar opción ""Disuadir motores de búsqueda""",,"Not Started",,,,,,,
"Hayley",24.9,,Subtask,"Revisión de Core Web Vitals",,"Not Started",,,,,,,
"Hayley",24.10,,Subtask,"Revisión y reajustes en plugin de Caché",,"Not Started",,,,,,,
"Hayley",50,30,Task,"Check Up Final / Desarrollo Terminado","Development basic","Not Started","Sharpen.Studio - Cliente",18/09/2026,1,18/09/2026,24,23,"Revisión final del sitio para validar funcionamiento, enlaces y detalles antes de su publicación."
"Hayley",50.1,,Subtask,"Revisión de botones y enlaces",,"Not Started",,,,,,,
"Hayley",50.2,,Subtask,"Revisión de Destinatarios y Remitentes de Formularios en Sitio Web / Por parte del Sharpen.Studio",,"Not Started",,,,,,,
"Hayley",50.3,,Subtask,"Confirmación vía Email de Envío y Recepción de Mensajes de Formularios en Sitio Web / Por parte del Cliente",,"Not Started",,,,,,,
"Hayley",23,31,Task,"Capacitación Final","Training","Not Started","Sharpen.Studio - Cliente",19/09/2026,1,19/09/2026,50,,"Se capacita al cliente para la auto-administración del sitio web."
