Project Name,ID,Sort ID,Type,Task,Phase,Status,Responsible,Start Date,Days,End Date,Depends On,Dependencies,Comments
Hayley,9.2,,Subtask,Contact Form Configuration,,Not Started,,,,,,,
Hayley,9.3,,Subtask,Contact - Thank You,,Not Started,,,,,,,
Hayley,9.4,,Subtask,404,,Not Started,,,,,,,
Hayley,9.5,,Subtask,Elemailer Template,,Not Started,,,,,,,
Hayley,9.6,,Subtask,Cookie Notice,,Not Started,,,,,,,
Hayley,9.7,,Subtask,WP Admin Login and Registration Form,,Not Started,,,,,,,
Hayley,9.8,,Subtask,Legal,,Not Started,,,,,,,
Hayley,9.9,,Subtask,WooCommerce Settings Configuration,,Not Started,,,,,,,
Hayley,10,12,Task,Dummy Web 2 - Approval,Development Basic,Not Started,Client,22/08/2026,2,23/08/2026,9,11;45,The client must approve the remaining web dummy.
Hayley,11,13,Task,Dummy Web 3,Development Basic,Not Started,Sharpen.Studio,24/08/2026,7,30/08/2026,10,12,"Final adjustments to the web dummy after the Blog module is created, integrating minor changes before the approval stage."
Hayley,12,14,Task,Dummy Web 3 - Approval,Development Basic,Not Started,Client,31/08/2026,2,01/09/2026,11,42;56,"Review and validation of the web dummy, including the Blog module, by the client to continue development."
Hayley,45,15,Task,Products - Development,Development E-Com,Not Started,Sharpen.Studio,24/08/2026,7,30/08/2026,10;25,26,"Configuration and development of the Products section, leaving the structure ready to publish content in an organized, clear, and optimized manner."
Hayley,45.1,,Subtask,Initial Products creation and configuration,,Not Started,,,,,,,
Hayley,45.2,,Subtask,"Taxonomy Creation: Categories, Variables, Tags, Brands",,Not Started,,,,,,,
Hayley,45.3,,Subtask,"Design and development of Loop Item, Single, Archive, Shop Page, and Product Search Results",,Not Started,,,,,,,
Hayley,45.4,,Subtask,"Design and development of My Account, Cart, and Checkout pages",,Not Started,,,,,,,
Hayley,45.5,,Subtask,Payment Gateway Configuration,,Not Started,,,,,,,
Hayley,45.6,,Subtask,Shipping Gateway Configuration,,Not Started,,,,,,,
Hayley,56,16,Task,Personal Training - with booking,,Not Started,Sharpen.Studio,02/09/2026,7,08/09/2026,12,,
Hayley,26,17,Task,Products - Upload 3x Products,Development E-Com,Not Started,Sharpen.Studio,31/08/2026,3,02/09/2026,45,27;42,"Sample products are loaded to demonstrate how they work and serve as a style and structure reference, as stipulated in the agreement."
Hayley,42,18,Task,Dummy Web 4,Development Basic,Not Started,Sharpen.Studio,03/09/2026,5,07/09/2026,12;26,43,"Final adjustments to the web dummy after the Products module is created, integrating minor changes before the approval stage."
Hayley,43,19,Task,Dummy Web 4 - Approval,Development Basic,Not Started,Client,08/09/2026,1,08/09/2026,42,41,"Review and validation of the web dummy, including the Products module, by the client to continue development."
Hayley,27,20,Task,Products - Client Training,Training,Not Started,Sharpen.Studio - Client,03/09/2026,1,03/09/2026,26,28,"Brief session to explain how the client can independently create, edit, and publish products."
Hayley,28,21,Task,Products - Client Uploads Products,Development E-Com,Not Started,Client,04/09/2026,3,06/09/2026,27,,The client begins loading their own products following the defined structure and guidelines.
Hayley,41,22,Task,Dummy Web - Completed,Development Basic,Not Started,Sharpen.Studio,09/09/2026,1,09/09/2026,43,13,Preliminary version of the dummy site fully functional and ready for a general client review.
Hayley,13,23,Task,Final Review,Review,Not Started,Sharpen.Studio - Client,10/09/2026,1,10/09/2026,41,55,A review is conducted by the client and Sharpen.Studio.
Hayley,13.1,,Subtask,Form Configuration and Submission Verification,,Not Started,,,,,,,
Hayley,13.2,,Subtask,Broken Link Check,,Not Started,,,,,,,
Hayley,13.3,,Subtask,Review across multiple resolutions (including real mobile) and browsers,,Not Started,,,,,,,
Hayley,13.4,,Subtask,Client Review - Sign-Off,,Not Started,,,,,,,
Hayley,55,24,Task,Dummy Web - Final Approval,Development,Not Started,Sharpen.Studio - Client,11/09/2026,1,11/09/2026,13,18;19;20,Final approval of the web dummy by the client to proceed with the site launch.
Hayley,55.1,,Subtask,Sharpen.Studio Approval,,Not Started,,,,,,,
Hayley,55.2,,Subtask,Client Approval,,Not Started,,,,,,,
Hayley,18,25,Task,Clean Up / Development Site Backup,Clean Up,Not Started,Sharpen.Studio,11/09/2026,,11/09/2026,55,19,"Remove temporary elements, media, pages, plugins, etc."
Hayley,18.1,,Subtask,Remove Images,,Not Started,,,,,,,
Hayley,18.2,,Subtask,Add ALT text to images,,Not Started,,,,,,,
Hayley,18.3,,Subtask,Remove Blog Posts and Pages,,Not Started,,,,,,,
Hayley,18.4,,Subtask,Remove Widgets,,Not Started,,,,,,,
Hayley,18.5,,Subtask,Remove Plugins,,Not Started,,,,,,,
Hayley,18.6,,Subtask,Update Plugins,,Not Started,,,,,,,
Hayley,19,26,Task,SEO / WPO 1,SEO,Not Started,Sharpen.Studio,12/09/2026,3,14/09/2026,18;55,47,"SEO - meta tags, copy, etc."
Hayley,19.1,,Subtask,Rank Math Setup,,Not Started,,,,,,,
Hayley,19.2,,Subtask,Meta Tags,,Not Started,,,,,,,
Hayley,19.3,,Subtask,Convert images to WEBP,,Not Started,,,,,,,
Hayley,19.4,,Subtask,Database Optimization,,Not Started,,,,,,,
Hayley,19.5,,Subtask,Core Web Vitals Review,,Not Started,,,,,,,
Hayley,19.6,,Subtask,Configure Cache Plugin,,Not Started,,,,,,,
Hayley,19.7,,Subtask,"Disable cache on Cart, Checkout, and My Account pages",,Not Started,,,,,,,
Hayley,47,27,Task,Backups and Authorizations,Domain - Server,Not Started,Client,15/09/2026,1,15/09/2026,19,20,Email confirmation from the client that the previous site backup was generated successfully.
Hayley,47.1,,Subtask,Previous Site Backup - Confirmed via Email by Client,,Not Started,,,,,,,
Hayley,47.2,,Subtask,Previous Site Backup - via Plugin,,Not Started,,,,,,,
Hayley,47.3,,Subtask,Previous Site Backup - HTML,,Not Started,,,,,,,
Hayley,47.4,,Subtask,Migration Authorization - via Email by Client,,Not Started,,,,,,,
Hayley,47.5,,Subtask,Migration Authorization - by RFV,,Not Started,,,,,,,
Hayley,20,28,Task,Server Configuration / Migration,Domain - Server,Not Started,Sharpen.Studio,16/09/2026,1,16/09/2026,17;47;55,24,The server is prepared for the development migration.
Hayley,20.1,,Subtask,Configure Client Domain and Server,,Not Started,,,,,,,
Hayley,20.2,,Subtask,Configure Email Accounts,,Not Started,,,,,,,
Hayley,20.3,,Subtask,SSL + Force SSL,,Not Started,,,,,,,
Hayley,20.4,,Subtask,Website Migration,,Not Started,,,,,,,
Hayley,20.5,,Subtask,Client User - WP Access and Profile Configuration,,Not Started,,,,,,,
Hayley,20.6,,Subtask,Client User - Elementor,,Not Started,,,,,,,
Hayley,20.7,,Subtask,Translator Review,,Not Started,,,,,,,
Hayley,20.8,,Subtask,Payment and Shipping Gateway Review,,Not Started,,,,,,,
Hayley,20.9,,Subtask,Configure SMTP,,Not Started,,,,,,,
Hayley,20.1,,Subtask,Post-Migration Functionality Test,,Not Started,,,,,,,
Hayley,24,29,Task,SEO / WPO 2,SEO,Not Started,Sharpen.Studio,17/09/2026,1,17/09/2026,20,50,Remaining SEO configuration tied to the live domain: sitemap and analytics platforms.
Hayley,24.1,,Subtask,Local SEO,,Not Started,,,,,,,
Hayley,24.2,,Subtask,XML Sitemap,,Not Started,,,,,,,
Hayley,24.3,,Subtask,301 Redirects,,Not Started,,,,,,,
Hayley,24.4,,Subtask,404,,Not Started,,,,,,,
Hayley,24.5,,Subtask,Google Search Console,,Not Started,,,,,,,
Hayley,24.6,,Subtask,Google Analytics,,Not Started,,,,,,,
Hayley,24.7,,Subtask,ReCaptcha,,Not Started,,,,,,,
Hayley,24.8,,Subtask,"Disable ""Discourage search engines"" option",,Not Started,,,,,,,
Hayley,24.9,,Subtask,Core Web Vitals Review,,Not Started,,,,,,,
Hayley,24.1,,Subtask,Cache plugin review and adjustments,,Not Started,,,,,,,
Hayley,50,30,Task,Final Check / Development Complete,Development Basic,Not Started,Sharpen.Studio - Client,18/09/2026,1,18/09/2026,24,23,"Final site review to validate functionality, links, and details before publishing."
Hayley,50.1,,Subtask,Button and link review,,Not Started,,,,,,,
Hayley,50.2,,Subtask,Form Recipient and Sender Verification on Website / By Sharpen.Studio,,Not Started,,,,,,,
Hayley,50.3,,Subtask,Email Confirmation of Form Submission and Receipt on Website / By Client,,Not Started,,,,,,,
Hayley,23,31,Task,Final Training,Training,Not Started,Sharpen.Studio - Client,19/09/2026,1,19/09/2026,50,,The client is trained on self-managing the website.
