Project Name,ID,Sort ID,Type,Task,Phase,Status,Responsible,Start Date,Days,End Date,Depends On,Dependencies,Comments
"2. Viaker",42,22,Task,"Dummy Web 4","Development basic","Not Started","Sharpen.Studio",01/05/2026,2,02/05/2026,12;26,43,"Ajustes finales sobre el dummy web, tras haber creado módulo de Proyectos, integrando cambios menores antes de pasar a la etapa de aprobación."
"2. Viaker",43,23,Task,"Dummy Web 4 - Aprobación","Development basic","Not Started","Cliente",03/05/2026,1,03/05/2026,42,41,"Revisión y validación del dummy web, con el módulo de Proyectos, por parte del cliente para continuar con el desarrollo."
"2. Viaker",27,24,Task,"Productos - Capacitación al Cliente","Training","Not Started","Sharpen.Studio - Cliente",01/05/2026,1,01/05/2026,26,28,"Sesión breve para explicar al cliente cómo crear, editar y publicar proyectos de forma autónoma."
"2. Viaker",28,25,Task,"Productos - Cliente da de Alta Productos","Development E-Com","Not Started","Cliente",02/05/2026,3,04/05/2026,27,,"El cliente comienza a cargar sus propios proyectos siguiendo la estructura y lineamientos definidos."
"2. Viaker",41,26,Task,"Dummy Web - Terminado","Development basic","Not Started","Sharpen.Studio",04/05/2026,1,04/05/2026,43,13,"Versión preliminar del sitio dummy completamente funcional y lista para una revisión general por parte del cliente."
"2. Viaker",13,27,Task,"Revisión Final","Review","Not Started","Sharpen.Studio - Cliente",05/05/2026,1,05/05/2026,41,55,"Se hace una revisión por parte del cliente y de Sharpen.Studio."
"2. Viaker",13.1,,Subtask,"Verificación de configuración y envío de Formularios",,"Not Started",,,,,,,
"2. Viaker",13.2,,Subtask,"Verificación de enlaces rotos",,"Not Started",,,,,,,
"2. Viaker",13.3,,Subtask,"Revisión de diversas resoluciones (incluido móvil real) y diversos navegadores",,"Not Started",,,,,,,
"2. Viaker",13.4,,Subtask,"Revisión Cliente - VoBo",,"Not Started",,,,,,,
"2. Viaker",55,28,Task,"Dummy Web - Aprobación final","Development","Not Started","Sharpen.Studio - Cliente",06/05/2026,1,06/05/2026,13,18;19;20,"Aprobación final del dummy web por parte del cliente para proceder con el lanzamiento del sitio."
"2. Viaker",55.1,,Subtask,"Aprobación de Sharpen.Studio",,"Not Started",,,,,,,
"2. Viaker",55.2,,Subtask,"Aprobación del Cliente",,"Not Started",,,,,,,
"2. Viaker",18,29,Task,"Clean Up / Respaldo Sitio en Desarrollo","Clean up
","Not Started","Sharpen.Studio",06/05/2026,,06/05/2026,55,19,"Eliminar elementos temporales, multimedia, páginas, plugins, etc."
"2. Viaker",18.1,,Subtask,"Eliminar Imágenes",,"Not Started",,,,,,,
"2. Viaker",18.2,,Subtask,"Añadir ALT a imágenes",,"Not Started",,,,,,,
"2. Viaker",18.3,,Subtask,"Eliminar Artículos de Blog y Páginas",,"Not Started",,,,,,,
"2. Viaker",18.4,,Subtask,"Eliminar Widgets",,"Not Started",,,,,,,
"2. Viaker",18.5,,Subtask,"Eliminar Plugins",,"Not Started",,,,,,,
"2. Viaker",18.6,,Subtask,"Actualizar Plugins",,"Not Started",,,,,,,
"2. Viaker",19,31,Task,"SEO / WPO 1","SEO","Not Started","Sharpen.Studio",06/05/2026,,06/05/2026,18;55,47,"SEO - meta tags, copy, etc."
"2. Viaker",19.1,,Subtask,"Rank Math Setup",,"Not Started",,,,,,,
"2. Viaker",19.2,,Subtask,"Metatags",,"Not Started",,,,,,,
"2. Viaker",19.3,,Subtask,"Convertir imágenes a WEBP",,"Not Started",,,,,,,
"2. Viaker",19.4,,Subtask,"Optimización de DB",,"Not Started",,,,,,,
"2. Viaker",19.5,,Subtask,"Revisión de Web Core Vitals",,"Not Started",,,,,,,
"2. Viaker",19.6,,Subtask,"Configurar Plugin de Caché",,"Not Started",,,,,,,
"2. Viaker",19.7,,Subtask,"Establecer que no haya caché en páginas de Carrito, Finalizar Compra y Mi Cuenta",,"Not Started",,,,,,,
"2. Viaker",47,33,Task,"Respaldos y Autorizaciones","Domain - Server","Not Started","Cliente",06/05/2026,,06/05/2026,19,20,"Confirmación por correo electrónico de que el respaldo del sitio anterior fue generado correctamente por parte del cliente."
"2. Viaker",47.1,,Subtask,"Respaldo Sitio Anterior - Confirmado vía Email por parte del Cliente",,"Not Started",,,,,,,
"2. Viaker",47.2,,Subtask,"Respaldo Sitio Anterior - con Plugin",,"Not Started",,,,,,,
"2. Viaker",47.3,,Subtask,"Respaldo Sitio Anterior - HTML",,"Not Started",,,,,,,
"2. Viaker",47.4,,Subtask,"Autorización de Migración - Vía Email parte del Cliente",,"Not Started",,,,,,,
"2. Viaker",47.5,,Subtask,"Autorización de Migración - Por RFV",,"Not Started",,,,,,,
"2. Viaker",20,38,Task,"Configuración de Servidor / Migración","Domain - Server","Not Started","Sharpen.Studio",06/05/2026,,06/05/2026,17;47;55,24,"Se prepara el servidor para la migración del desarrollo."
"2. Viaker",20.1,,Subtask,"Configurar Dominio y Servidor del Cliente",,"Not Started",,,,,,,
"2. Viaker",20.2,,Subtask,"Configurar Cuentas de E-mail",,"Not Started",,,,,,,
"2. Viaker",20.3,,Subtask,"SSL + Forzar SSL",,"Not Started",,,,,,,
"2. Viaker",20.4,,Subtask,"Migración del Sitio Web",,"Not Started",,,,,,,
"2. Viaker",20.5,,Subtask,"Usuario del Cliente - Acceso y Configuración de Perfil en WP",,"Not Started",,,,,,,
"2. Viaker",20.6,,Subtask,"Usuario del Cliente - Elementor",,"Not Started",,,,,,,
"2. Viaker",20.7,,Subtask,"Revisar Traductor",,"Not Started",,,,,,,
"2. Viaker",20.8,,Subtask,"Revisión de Pasarelas de Pago y de Envío",,"Not Started",,,,,,,
"2. Viaker",20.9,,Subtask,"Configurar SMTP",,"Not Started",,,,,,,
"2. Viaker",20.10,,Subtask,"Test de Funcionalidad Post-Migración",,"Not Started",,,,,,,
"2. Viaker",24,40,Task,"SEO / WPO 2","SEO","Not Started","Sharpen.Studio",06/05/2026,,06/05/2026,20,50,"Configuración restante de SEO, ligada al dominio final: sitemap y plataformas de métricas."
"2. Viaker",24.1,,Subtask,"Local SEO",,"Not Started",,,,,,,
"2. Viaker",24.2,,Subtask,"Sitemap XML",,"Not Started",,,,,,,
"2. Viaker",24.3,,Subtask,"301",,"Not Started",,,,,,,
"2. Viaker",24.4,,Subtask,"404",,"Not Started",,,,,,,
"2. Viaker",24.5,,Subtask,"Google Search Console",,"Not Started",,,,,,,
"2. Viaker",24.6,,Subtask,"Google Analytics",,"Not Started",,,,,,,
"2. Viaker",24.7,,Subtask,"ReCaptcha",,"Not Started",,,,,,,
"2. Viaker",24.8,,Subtask,"Desactivar opción ""Disuadir motores de búsqueda""",,"Not Started",,,,,,,
"2. Viaker",24.9,,Subtask,"Revisión de Core Web Vitals",,"Not Started",,,,,,,
"2. Viaker",24.10,,Subtask,"Revisión y reajustes en plugin de Caché",,"Not Started",,,,,,,
"2. Viaker",50,42,Task,"Check Up Final / Desarrollo Terminado","Development basic","Not Started","Sharpen.Studio - Cliente",06/05/2026,,06/05/2026,24,23,"Revisión final del sitio para validar funcionamiento, enlaces y detalles antes de su publicación."
"2. Viaker",50.1,,Subtask,"Revisión de botones y enlaces",,"Not Started",,,,,,,
"2. Viaker",50.2,,Subtask,"Revisión de Destinatarios y Remitentes de Formularios en Sitio Web / Por parte del Sharpen.Studio",,"Not Started",,,,,,,
"2. Viaker",50.3,,Subtask,"Confirmación vía Email de Envío y Recepción de Mensajes de Formularios en Sitio Web / Por parte del Cliente",,"Not Started",,,,,,,
"2. Viaker",23,44,Task,"Capacitación Final","Training","Not Started","Sharpen.Studio - Cliente",06/05/2026,1,06/05/2026,50,,"Se capacita al cliente para la auto-administración del sitio web."
